icd9_code,short_title,long_title
2650,Beriberi,Beriberi
2651,Thiamine defic NEC/NOS,Other and unspecified manifestations of thiamine deficiency
2652,Pellagra,Pellagra
2662,B-complex defic NEC,Other B-complex deficiencies
2669,Vitamin b deficiency NOS,Unspecified vitamin B deficiency
267,Ascorbic acid deficiency,Ascorbic acid deficiency
2682,Osteomalacia NOS,"Osteomalacia, unspecified"
2689,Vitamin D deficiency NOS,Unspecified vitamin D deficiency
2690,Deficiency of vitamin k,Deficiency of vitamin K
2692,Vitamin Deficiency NOS,Unspecified vitamin deficiency
2693,Mineral deficiency NEC,"Mineral deficiency, not elsewhere classified"
2698,Nutrition deficiency NEC,Other nutritional deficiency
2699,Nutrition deficiency NOS,Unspecified nutritional deficiency
2700,Amino-acid transport dis,Disturbances of amino-acid transport
2702,Arom amin-acid metab NEC,Other disturbances of aromatic amino-acid metabolism
2704,Sulph amino-acid met dis,Disturbances of sulphur-bearing amino-acid metabolism
2706,Dis urea cycle metabol,Disorders of urea cycle metabolism
2707,Straig amin-acid met NEC,Other disturbances of straight-chain amino-acid metabolism
2710,Glycogenosis,Glycogenosis
2713,Disaccharidase def/malab,Intestinal disaccharidase deficiencies and disaccharide malabsorption
2718,Dis carbohydr metab NEC,Other specified disorders of carbohydrate transport and metabolism
2720,Pure hypercholesterolem,Pure hypercholesterolemia
2721,Pure hyperglyceridemia,Pure hyperglyceridemia
2722,Mixed hyperlipidemia,Mixed hyperlipidemia
2724,Hyperlipidemia NEC/NOS,Other and unspecified hyperlipidemia
2725,Lipoprotein deficiencies,Lipoprotein deficiencies
2726,Lipodystrophy,Lipodystrophy
2727,Lipidoses,Lipidoses
2728,Lipoid metabol dis NEC,Other disorders of lipoid metabolism
2729,Lipoid metabol dis NOS,Unspecified disorder of lipoid metabolism
2730,Polyclon hypergammaglobu,Polyclonal hypergammaglobulinemia
2731,Monoclon paraproteinemia,Monoclonal paraproteinemia
2732,Paraproteinemia NEC,Other paraproteinemias
2733,Macroglobulinemia,Macroglobulinemia
2734,Alpha-1-antitrypsin def,Alpha-1-antitrypsin deficiency
2738,Dis plas protein met NEC,Other disorders of plasma protein metabolism
2739,Dis plas protein met NOS,Unspecified disorder of plasma protein metabolism
27400,Gouty arthropathy NOS,"Gouty arthropathy, unspecified"
27401,Acute gouty arthropathy,Acute gouty arthropathy
27402,Chr gouty atrph wo tophi,Chronic gouty arthropathy without mention of tophus (tophi)
27403,Chr gouty atroph w tophi,Chronic gouty arthropathy with tophus (tophi)
27411,Uric acid nephrolithias,Uric acid nephrolithiasis
27482,Gouty tophi site NEC,"Gouty tophi of other sites, except ear"
27489,Gout w manifestation NEC,Gout with other specified manifestations
2749,Gout NOS,"Gout, unspecified"
27501,Heredit hemochromatosis,Hereditary hemochromatosis
27502,Hemochromatos-rbc trans,Hemochromatosis due to repeated red blood cell transfusions
27503,Hemochromatosis NEC,Other hemochromatosis
27509,Disord iron metablsm NEC,Other disorders of iron metabolism
2751,Dis copper metabolism,Disorders of copper metabolism
2752,Dis magnesium metabolism,Disorders of magnesium metabolism
2753,Dis phosphorus metabol,Disorders of phosphorus metabolism
27540,Dis calcium metablsm NOS,Unspecified disorder of calcium metabolism
27541,Hypocalcemia,Hypocalcemia
27542,Hypercalcemia,Hypercalcemia
27549,Dis calcium metablsm NEC,Other disorders of calcium metabolism
2755,Hungry bone syndrome,Hungry bone syndrome
2758,Dis mineral metabol NEC,Other specified disorders of mineral metabolism
2759,Dis mineral metabol NOS,Unspecified disorder of mineral metabolism
2760,Hyperosmolality,Hyperosmolality and/or hypernatremia
2761,Hyposmolality,Hyposmolality and/or hyponatremia
2762,Acidosis,Acidosis
2763,Alkalosis,Alkalosis
2764,Mixed acid-base bal dis,Mixed acid-base balance disorder
27650,Volume depletion NOS,"Volume depletion, unspecified"
27651,Dehydration,Dehydration
27652,Hypovolemia,Hypovolemia
27661,Transfsn w circ overload,Transfusion associated circulatory overload
27669,Fluid overload NEC,Other fluid overload
2767,Hyperpotassemia,Hyperpotassemia
2768,Hypopotassemia,Hypopotassemia
2769,Electrolyt/fluid dis NEC,Electrolyte and fluid disorders not elsewhere classified
27700,Cystic fibros w/o ileus,Cystic fibrosis without mention of meconium ileus
27702,Cystic fibros w pul man,Cystic fibrosis with pulmonary manifestations
27709,Cystic fibrosis NEC,Cystic fibrosis with other manifestations
2771,Dis porphyrin metabolism,Disorders of porphyrin metabolism
27730,Amyloidosis NOS,"Amyloidosis, unspecified"
27731,Fam Mediterranean fever,Familial Mediterranean fever
27739,Amyloidosis NEC,Other amyloidosis
2774,Dis bilirubin excretion,Disorders of bilirubin excretion
2776,Defic circul enzyme NEC,Other deficiencies of circulating enzymes
2777,Dysmetabolic syndrome x,Dysmetabolic syndrome X
27787,Dis mitochondrial metab,Disorders of mitochondrial metabolism
27788,Tumor lysis syndrome,Tumor lysis syndrome
27789,Metabolism disorder NEC,Other specified disorders of metabolism
2779,Metabolism disorder NOS,Unspecified disorder of metabolism
27800,Obesity NOS,"Obesity, unspecified"
27801,Morbid obesity,Morbid obesity
27802,Overweight,Overweight
27803,Obesity hypovent synd,Obesity hypoventilation syndrome
2781,Localized adiposity,Localized adiposity
2788,Other hyperalimentation,Other hyperalimentation
27900,Hypogammaglobulinem NOS,"Hypogammaglobulinemia, unspecified"
27901,Selective iga immunodef,Selective IgA immunodeficiency
27903,Selective ig defic NEC,Other selective immunoglobulin deficiencies
27906,Common variabl immunodef,Common variable immunodeficiency
27911,Digeorge's syndrome,Digeorge's syndrome
2793,Immunity deficiency NOS,Unspecified immunity deficiency
27941,Autoimmun lymphprof synd,Autoimmune lymphoproliferative syndrome
27949,Autoimmune disease NEC,"Autoimmune disease, not elsewhere classified"
27950,Graft-versus-host NOS,"Graft-versus-host disease, unspecified"
27951,Ac graft-versus-host dis,Acute graft-versus-host disease
27952,Chronc graft-vs-host dis,Chronic graft-versus-host disease
27953,Ac on chrn grft-vs-host,Acute on chronic graft-versus-host disease
2798,Immune mechanism dis NEC,Other specified disorders involving the immune mechanism
2799,Immune mechanism dis NOS,Unspecified disorder of immune mechanism
2800,Chr blood loss anemia,Iron deficiency anemia secondary to blood loss (chronic)
2808,Iron defic anemia NEC,Other specified iron deficiency anemias
2809,Iron defic anemia NOS,"Iron deficiency anemia, unspecified"
2810,Pernicious anemia,Pernicious anemia
2811,B12 defic anemia NEC,Other vitamin B12 deficiency anemia
2812,Folate-deficiency anemia,Folate-deficiency anemia
2813,Megaloblastic anemia NEC,Other specified megaloblastic anemias not elsewhere classified
2818,Nutritional anemia NEC,Anemia associated with other specified nutritional deficiency
2819,Deficiency anemia NOS,Unspecified deficiency anemia
2820,Hereditary spherocytosis,Hereditary spherocytosis
2821,Heredit elliptocytosis,Hereditary elliptocytosis
2822,Glutathione dis anemia,Anemias due to disorders of glutathione metabolism
2823,Enzyme defic anemia NEC,Other hemolytic anemias due to enzyme deficiency
28240,"Thalassemia, unspecified","Thalassemia, unspecified"
28241,Thlasema Hb-S w/o crisis,Sickle-cell thalassemia without crisis
28243,Alpha thalassemia,Alpha thalassemia
28244,Beta thalassemia,Beta thalassemia
28246,Thalassemia minor,Thalassemia minor
28249,Thalassemia NEC,Other thalassemia
2825,Sickle-cell trait,Sickle-cell trait
28260,Sickle cell disease NOS,"Sickle-cell disease, unspecified"
28262,Hb-SS disease w crisis,Hb-SS disease with crisis
28264,Hb-S/Hb-C dis w crisis,Sickle-cell/Hb-C disease with crisis
2827,Hemoglobinopathies NEC,Other hemoglobinopathies
2828,Hered hemolytic anem NEC,Other specified hereditary hemolytic anemias
2829,Hered hemolytic anem NOS,"Hereditary hemolytic anemia, unspecified"
2830,Autoimmun hemolytic anem,Autoimmune hemolytic anemias
28310,Nonauto hem anemia NOS,"Non-autoimmune hemolytic anemia, unspecified"
28311,Hemolytic uremic synd,Hemolytic-uremic syndrome
28319,Oth nonauto hem anemia,Other non-autoimmune hemolytic anemias
2832,Hemolytic hemoglobinuria,Hemoglobinuria due to hemolysis from external causes
2839,Acq hemolytic anemia NOS,"Acquired hemolytic anemia, unspecified"
28411,Antin chemo indcd pancyt,Antineoplastic chemotherapy induced pancytopenia
28412,Oth drg indcd pancytopna,Other drug-induced pancytopenia
28419,Other pancytopenia,Other pancytopenia
2842,Myelophthisis,Myelophthisis
28489,Aplastic anemias NEC,Other specified aplastic anemias
2849,Aplastic anemia NOS,"Aplastic anemia, unspecified"
2851,Ac posthemorrhag anemia,Acute posthemorrhagic anemia
28521,Anemia in chr kidney dis,Anemia in chronic kidney disease
28522,Anemia in neoplastic dis,Anemia in neoplastic disease
28529,Anemia-other chronic dis,Anemia of other chronic disease
2853,Anemia d/t antineo chemo,Antineoplastic chemotherapy induced anemia
2858,Anemia NEC,Other specified anemias
2859,Anemia NOS,"Anemia, unspecified"
2860,Cong factor viii diord,Congenital factor VIII disorder
2861,Cong factor IX disorder,Congenital factor IX disorder
2862,Cong factor xi disorder,Congenital factor XI deficiency
2863,Cong def clot factor NEC,Congenital deficiency of other clotting factors
2864,Von willebrand's disease,Von Willebrand's disease
28652,Acquired hemophilia,Acquired hemophilia
2866,Defibrination syndrome,Defibrination syndrome
2867,Acq coagul factor defic,Acquired coagulation factor deficiency
2869,Coagulat defect NEC/NOS,Other and unspecified coagulation defects
2870,Allergic purpura,Allergic purpura
2871,Thrombocytopathy,Qualitative platelet defects
2872,Purpura NOS,Other nonthrombocytopenic purpuras
28730,Prim thrombocytopen NOS,"Primary thrombocytopenia,unspecified"
28731,Immune thrombocyt purpra,Immune thrombocytopenic purpura
28732,Evans' syndrome,Evans' syndrome
28733,Cong/herid thromb purpra,Congenital and hereditary thrombocytopenic purpura
28749,Sec thrombocytpenia NEC,Other secondary thrombocytopenia
2875,Thrombocytopenia NOS,"Thrombocytopenia, unspecified"
2879,Hemorrhagic cond NOS,Unspecified hemorrhagic conditions
28800,Neutropenia NOS,"Neutropenia, unspecified"
28801,Congenital neutropenia,Congenital neutropenia
28802,Cyclic neutropenia,Cyclic neutropenia
28803,Drug induced neutropenia,Drug induced neutropenia
28804,Neutropenia d/t infectn,Neutropenia due to infection
28809,Neutropenia NEC,Other neutropenia
2881,Function dis neutrophils,Functional disorders of polymorphonuclear neutrophils
2882,Genetic anomaly leukocyt,Genetic anomalies of leukocytes
2883,Eosinophilia,Eosinophilia
2884,Hemophagocytic syndromes,Hemophagocytic syndromes
28850,Leukocytopenia NOS,"Leukocytopenia, unspecified"
28851,Lymphocytopenia,Lymphocytopenia
28859,Decreased WBC count NEC,Other decreased white blood cell count
28860,Leukocytosis NOS,"Leukocytosis, unspecified"
28861,Lymphocytosis-symptomatc,Lymphocytosis (symptomatic)
28862,Leukemoid reaction,Leukemoid reaction
28863,Monocytosis-symptomatic,Monocytosis (symptomatic)
28866,Bandemia,Bandemia
2888,Wbc disease NEC,Other specified disease of white blood cells
2889,Wbc disease NOS,Unspecified disease of white blood cells
2890,Secondary polycythemia,"Polycythemia, secondary"
2891,Chronic lymphadenitis,Chronic lymphadenitis
2893,Lymphadenitis NOS,"Lymphadenitis, unspecified, except mesenteric"
2894,Hypersplenism,Hypersplenism
28950,Spleen disease NOS,"Disease of spleen, unspecified"
28951,Chr congest splenomegaly,Chronic congestive splenomegaly
28952,Splenic sequestration,Splenic sequestration
28959,Spleen disease NEC,Other diseases of spleen
2897,Methemoglobinemia,Methemoglobinemia
28981,Prim hypercoagulable st,Primary hypercoagulable state
28982,Sec hypercoagulable st,Secondary hypercoagulable state
28983,Myelofibrosis,Myelofibrosis
28984,Heparin-indu thrombocyto,Heparin-induced thrombocytopenia (HIT)
28989,Blood diseases NEC,Other specified diseases of blood and blood-forming organs
2899,Blood disease NOS,Unspecified diseases of blood and blood-forming organs
2900,Senile dementia uncomp,"Senile dementia, uncomplicated"
29010,Presenile dementia,"Presenile dementia, uncomplicated"
29012,Presenile delusion,Presenile dementia with delusional features
2903,Senile delirium,Senile dementia with delirium
29040,"Vascular dementia,uncomp","Vascular dementia, uncomplicated"
29041,Vasc dementia w delirium,"Vascular dementia, with delirium"
29042,Vasc dementia w delusion,"Vascular dementia, with delusions"
29043,Vasc dementia w depressn,"Vascular dementia, with depressed mood"
2910,Delirium tremens,Alcohol withdrawal delirium
2911,Alcohol amnestic disordr,Alcohol-induced persisting amnestic disorder
2912,Alcohol persist dementia,Alcohol-induced persisting dementia
2913,Alcoh psy dis w hallucin,Alcohol-induced psychotic disorder with hallucinations
29181,Alcohol withdrawal,Alcohol withdrawal
29189,Alcohol mental disor NEC,Other alcohol-induced mental disorders
2920,Drug withdrawal,Drug withdrawal
29211,Drug psych disor w delus,Drug-induced psychotic disorder with delusions
29212,Drug psy dis w hallucin,Drug-induced psychotic disorder with hallucinations
29281,Drug-induced delirium,Drug-induced delirium
29282,Drug persisting dementia,Drug-induced persisting dementia
29284,Drug-induced mood disord,Drug-induced mood disorder
29285,Drug induced sleep disor,Drug induced sleep disorders
29289,Drug mental disorder NEC,Other specified drug-induced mental disorders
2929,Drug mental disorder NOS,Unspecified drug-induced mental disorder
2930,Delirium d/t other cond,Delirium due to conditions classified elsewhere
2931,Subacute delirium,Subacute delirium
29381,Psy dis w delus oth dis,Psychotic disorder with delusions in conditions classified elsewhere
29382,Psy dis w halluc oth dis,Psychotic disorder with hallucinations in conditions classified elsewhere
29383,Mood disorder other dis,Mood disorder in conditions classified elsewhere
29384,Anxiety disorder oth dis,Anxiety disorder in conditions classified elsewhere
29389,Transient mental dis NEC,"Other specified transient mental disorders due to conditions classified elsewhere, other"
2939,Transient mental dis NOS,Unspecified transient mental disorder in conditions classified elsewhere
2940,Amnestic disord oth dis,Amnestic disorder in conditions classified elsewhere
29410,Dementia w/o behav dist,Dementia in conditions classified elsewhere without behavioral disturbance
29411,Dementia w behavior dist,Dementia in conditions classified elsewhere with behavioral disturbance
29420,Demen NOS w/o behv dstrb,"Dementia, unspecified, without behavioral disturbance"
29421,Demen NOS w behav distrb,"Dementia, unspecified, with behavioral disturbance"
2948,Mental disor NEC oth dis,Other persistent mental disorders due to conditions classified elsewhere
2949,Mental disor NOS oth dis,Unspecified persistent mental disorders due to conditions classified elsewhere
29502,Simple schizophren-chr,"Simple type schizophrenia, chronic"
29512,Hebephrenia-chronic,"Disorganized type schizophrenia, chronic"
29520,Catatonia-unspec,"Catatonic type schizophrenia, unspecified"
29522,Catatonia-chronic,"Catatonic type schizophrenia, chronic"
29524,Catatonia-chr/exacerb,"Catatonic type schizophrenia, chronic with acute exacerbation"
29530,Paranoid schizo-unspec,"Paranoid type schizophrenia, unspecified"
29532,Paranoid schizo-chronic,"Paranoid type schizophrenia, chronic"
29540,Schizophreniform dis NOS,"Schizophreniform disorder, unspecified"
29544,Schizophr dis-chr/exacer,"Schizophreniform disorder, chronic with acute exacerbation"
29560,Schizophr dis resid NOS,"Schizophrenic disorders, residual type, unspecified"
29562,Schizophr dis resid-chr,"Schizophrenic disorders, residual type, chronic"
29564,Schizoph resid-chro/exac,"Schizophrenic disorders, residual type, chronic with acute exacerbation"
29570,Schizoaffective dis NOS,"Schizoaffective disorder, unspecified"
29572,Schizoaffective dis-chr,"Schizoaffective disorder, chronic"
29573,Schizoaff dis-subch/exac,"Schizoaffective disorder, subchronic with acute exacerbation"
29574,Schizoafftv dis-chr/exac,"Schizoaffective disorder, chronic with acute exacerbation"
29575,Schizoaffectve dis-remis,"Schizoaffective disorder, in remission"
29580,Schizophrenia NEC-unspec,"Other specified types of schizophrenia, unspecified"
29590,Schizophrenia NOS-unspec,"Unspecified schizophrenia, unspecified"
29592,Schizophrenia NOS-chr,"Unspecified schizophrenia, chronic"
29600,Bipol I single manic NOS,"Bipolar I disorder, single manic episode, unspecified"
29604,Bipo I sin man-sev w psy,"Bipolar I disorder, single manic episode, severe, specified as with psychotic behavior"
29614,Recur manic-sev w psycho,"Manic affective disorder, recurrent episode, severe, specified as with psychotic behavior"
29620,Depress psychosis-unspec,"Major depressive affective disorder, single episode, unspecified"
29621,Depress psychosis-mild,"Major depressive affective disorder, single episode, mild"
29622,Depressive psychosis-mod,"Major depressive affective disorder, single episode, moderate"
29623,Depress psychosis-severe,"Major depressive affective disorder, single episode, severe, without mention of psychotic behavior"
29624,Depr psychos-sev w psych,"Major depressive affective disorder, single episode, severe, specified as with psychotic behavior"
29625,Depr psychos-part remiss,"Major depressive affective disorder, single episode, in partial or unspecified remission"
29630,Recurr depr psychos-unsp,"Major depressive affective disorder, recurrent episode, unspecified"
29631,Recurr depr psychos-mild,"Major depressive affective disorder, recurrent episode, mild"
29632,Recurr depr psychos-mod,"Major depressive affective disorder, recurrent episode, moderate"
29633,Recur depr psych-severe,"Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior"
29634,Rec depr psych-psychotic,"Major depressive affective disorder, recurrent episode, severe, specified as with psychotic behavior"
29640,Bipol I currnt manic NOS,"Bipolar I disorder, most recent episode (or current) manic, unspecified"
29644,Bipol I manic-sev w psy,"Bipolar I disorder, most recent episode (or current) manic, severe, specified as with psychotic behavior"
29650,Bipol I cur depres NOS,"Bipolar I disorder, most recent episode (or current) depressed, unspecified"
29651,Bipol I cur depress-mild,"Bipolar I disorder, most recent episode (or current) depressed, mild"
29653,Bipol I curr dep w/o psy,"Bipolar I disorder, most recent episode (or current) depressed, severe, without mention of psychotic behavior"
29654,Bipol I currnt dep w psy,"Bipolar I disorder, most recent episode (or current) depressed, severe, specified as with psychotic behavior"
2967,Bipolor I current NOS,"Bipolar I disorder, most recent episode (or current) unspecified"
29680,Bipolar disorder NOS,"Bipolar disorder, unspecified"
29681,Atypical manic disorder,Atypical manic disorder
29689,Bipolar disorder NEC,Other bipolar disorders
29690,Episodic mood disord NOS,Unspecified episodic mood disorder
29699,Episodic mood disord NEC,Other specified episodic mood disorder
2971,Delusional disorder,Delusional disorder
2972,Paraphrenia,Paraphrenia
2978,Paranoid states NEC,Other specified paranoid states
2979,Paranoid state NOS,Unspecified paranoid state
2980,React depress psychosis,Depressive type psychosis
2982,Reactive confusion,Reactive confusion
2984,Psychogen paranoid psych,Psychogenic paranoid psychosis
2989,Psychosis NOS,Unspecified psychosis
29900,Autistic disord-current,"Autistic disorder, current or active state"
29980,Pervasv dev dis-cur NEC,"Other specified pervasive developmental disorders, current or active state"
29990,Pervasv dev dis-cur NOS,"Unspecified pervasive developmental disorder, current or active state"
30000,Anxiety state NOS,"Anxiety state, unspecified"
30001,Panic dis w/o agorphobia,Panic disorder without agoraphobia
30002,Generalized anxiety dis,Generalized anxiety disorder
30009,Anxiety state NEC,Other anxiety states
30011,Conversion disorder,Conversion disorder
30012,Dissociative amnesia,Dissociative amnesia
30014,Dissociatve identity dis,Dissociative identity disorder
30015,Dissociative react NOS,"Dissociative disorder or reaction, unspecified"
30016,Factitious dis w symptom,Factitious disorder with predominantly psychological signs and symptoms
30021,Agoraphobia w panic dis,Agoraphobia with panic disorder
30022,Agoraphobia w/o panic,Agoraphobia without mention of panic attacks
30029,Isolated/spec phobia NEC,Other isolated or specific phobias
3003,Obsessive-compulsive dis,Obsessive-compulsive disorders
3004,Dysthymic disorder,Dysthymic disorder
3007,Hypochondriasis,Hypochondriasis
30089,Somatoform disorders NEC,Other somatoform disorders
3009,Nonpsychotic disord NOS,Unspecified nonpsychotic mental disorder
3010,Paranoid personality,Paranoid personality disorder
30113,Cyclothymic disorder,Cyclothymic disorder
30120,Schizoid personality NOS,"Schizoid personality disorder, unspecified"
30122,Schizotypal person dis,Schizotypal personality disorder
3013,Explosive personality,Explosive personality disorder
3014,Obsessive-compulsive dis,Obsessive-compulsive personality disorder
30150,Histrionic person NOS,"Histrionic personality disorder, unspecified"
30151,Chr factitious illness,Chronic factitious illness with physical symptoms
3017,Antisocial personality,Antisocial personality disorder
30181,Narcissistic personality,Narcissistic personality disorder
30183,Borderline personality,Borderline personality disorder
3019,Personality disorder NOS,Unspecified personality disorder
30250,Trans-sexualism NOS,Trans-sexualism with unspecified sexual history
30285,"Gend iden dis,adol/adult",Gender identity disorder in adolescents or adults
3029,Psychosexual dis NOS,Unspecified psychosexual disorder
30300,Ac alcohol intox-unspec,"Acute alcoholic intoxication in alcoholism, unspecified"
30301,Ac alcohol intox-contin,"Acute alcoholic intoxication in alcoholism, continuous"
30302,Ac alcohol intox-episod,"Acute alcoholic intoxication in alcoholism, episodic"
30303,Ac alcohol intox-remiss,"Acute alcoholic intoxication in alcoholism, in remission"
30390,Alcoh dep NEC/NOS-unspec,"Other and unspecified alcohol dependence, unspecified"
30391,Alcoh dep NEC/NOS-contin,"Other and unspecified alcohol dependence, continuous"
30392,Alcoh dep NEC/NOS-episod,"Other and unspecified alcohol dependence, episodic"
30393,Alcoh dep NEC/NOS-remiss,"Other and unspecified alcohol dependence, in remission"
30400,Opioid dependence-unspec,"Opioid type dependence, unspecified"
30401,Opioid dependence-contin,"Opioid type dependence, continuous"
30402,Opioid dependence-episod,"Opioid type dependence, episodic"
30403,Opioid dependence-remiss,"Opioid type dependence, in remission"
30410,"Sed,hyp,anxiolyt dep-NOS","Sedative, hypnotic or anxiolytic dependence, unspecified"
30411,"Sed,hyp,anxiolyt dep-con","Sedative, hypnotic or anxiolytic dependence, continuous"
30420,Cocaine depend-unspec,"Cocaine dependence, unspecified"
30421,Cocaine depend-contin,"Cocaine dependence, continuous"
30422,Cocaine depend-episodic,"Cocaine dependence, episodic"
30423,Cocaine depend-remiss,"Cocaine dependence, in remission"
30430,Cannabis depend-unspec,"Cannabis dependence, unspecified"
30431,Cannabis depend-contin,"Cannabis dependence, continuous"
30440,Amphetamin depend-unspec,"Amphetamine and other psychostimulant dependence, unspecified"
30441,Amphetamin depend-contin,"Amphetamine and other psychostimulant dependence, continuous"
30443,Amphetamin depend-remiss,"Amphetamine and other psychostimulant dependence, in remission"
30460,Drug depend NEC-unspec,"Other specified drug dependence, unspecified"
30461,Drug depend NEC-contin,"Other specified drug dependence, continuous"
30470,Opioid/other dep-unspec,"Combinations of opioid type drug with any other drug dependence, unspecified"
30471,Opioid/other dep-contin,"Combinations of opioid type drug with any other drug dependence, continuous"
30472,Opioid/other dep-episod,"Combinations of opioid type drug with any other drug dependence, episodic"
30473,Opioid/other dep-remiss,"Combinations of opioid type drug with any other drug dependence, in remission"
30480,Comb drug dep NEC-unspec,"Combinations of drug dependence excluding opioid type drug, unspecified"
30481,Comb drug dep NEC-contin,"Combinations of drug dependence excluding opioid type drug, continuous"
30483,Comb drug dep NEC-remiss,"Combinations of drug dependence excluding opioid type drug, in remission"
30490,Drug depend NOS-unspec,"Unspecified drug dependence, unspecified"
30491,Drug depend NOS-contin,"Unspecified drug dependence, continuous"
30493,Drug depend NOS-remiss,"Unspecified drug dependence, in remission"
30500,Alcohol abuse-unspec,"Alcohol abuse, unspecified"
30501,Alcohol abuse-continuous,"Alcohol abuse, continuous"
30502,Alcohol abuse-episodic,"Alcohol abuse, episodic"
30503,Alcohol abuse-in remiss,"Alcohol abuse, in remission"
3051,Tobacco use disorder,Tobacco use disorder
30520,Cannabis abuse-unspec,"Cannabis abuse, unspecified"
30521,Cannabis abuse-contin,"Cannabis abuse, continuous"
30522,Cannabis abuse-episodic,"Cannabis abuse, episodic"
30523,Cannabis abuse-in remiss,"Cannabis abuse, in remission"
30530,Hallucinog abuse-unspec,"Hallucinogen abuse, unspecified"
30531,Hallucinog abuse-contin,"Hallucinogen abuse, continuous"
30540,"Sed,hyp,anxiolytc ab-NOS","Sedative, hypnotic or anxiolytic abuse, unspecified"
30541,"Sed,hyp,anxiolytc ab-con","Sedative, hypnotic or anxiolytic abuse, continuous"
30543,"Sed,hyp,anxiolytc ab-rem","Sedative, hypnotic or anxiolytic abuse, in remission"
30550,Opioid abuse-unspec,"Opioid abuse, unspecified"
30551,Opioid abuse-continuous,"Opioid abuse, continuous"
30552,Opioid abuse-episodic,"Opioid abuse, episodic"
30553,Opioid abuse-in remiss,"Opioid abuse, in remission"
30560,Cocaine abuse-unspec,"Cocaine abuse, unspecified"
30561,Cocaine abuse-continuous,"Cocaine abuse, continuous"
30562,Cocaine abuse-episodic,"Cocaine abuse, episodic"
30563,Cocaine abuse-in remiss,"Cocaine abuse, in remission"
30570,Amphetamine abuse-unspec,"Amphetamine or related acting sympathomimetic abuse, unspecified"
30571,Amphetamine abuse-contin,"Amphetamine or related acting sympathomimetic abuse, continuous"
30573,Amphetamine abuse-remiss,"Amphetamine or related acting sympathomimetic abuse, in remission"
30580,Antidepress abuse-unspec,"Antidepressant type abuse, unspecified"
30583,Antidepress abuse-remiss,"Antidepressant type abuse, in remission"
30590,Drug abuse NEC-unspec,"Other, mixed, or unspecified drug abuse, unspecified"
30591,Drug abuse NEC-contin,"Other, mixed, or unspecified drug abuse, continuous"
30592,Drug abuse NEC-episodic,"Other, mixed, or unspecified drug abuse, episodic"
30593,Drug abuse NEC-in remiss,"Other, mixed, or unspecified drug abuse, in remission"
3060,Psychogen musculskel dis,Musculoskeletal malfunction arising from mental factors
3061,Psychogenic respir dis,Respiratory malfunction arising from mental factors
3062,Psychogen cardiovasc dis,Cardiovascular malfunction arising from mental factors
3068,Psychogenic disorder NEC,Other specified psychophysiological malfunction
3069,Psychogenic disorder NOS,Unspecified psychophysiological malfunction
3071,Anorexia nervosa,Anorexia nervosa
30723,Tourette's disorder,Tourette's disorder
30742,Persistent insomnia,Persistent disorder of initiating or maintaining sleep
30747,Sleep stage dysfunc NEC,Other dysfunctions of sleep stages or arousal from sleep
30749,Nonorganic sleep dis NEC,Other specific disorders of sleep of nonorganic origin
30750,Eating disorder NOS,"Eating disorder, unspecified"
30751,Bulimia nervosa,Bulimia nervosa
30752,Pica,Pica
30759,Eating disorder NEC,Other disorders of eating
3076,Enuresis,Enuresis
30781,Tension headache,Tension headache
30789,Psychogenic pain NEC,Other pain disorders related to psychological factors
3079,Special symptom NEC/NOS,"Other and unspecified special symptoms or syndromes, not elsewhere classified"
3080,"Stress react, emotional",Predominant disturbance of emotions
3081,"Stress reaction, fugue",Predominant disturbance of consciousness
3082,"Stress react, psychomot",Predominant psychomotor disturbance
3083,Acute stress react NEC,Other acute reactions to stress
3089,Acute stress react NOS,Unspecified acute reaction to stress
3090,Adjustmnt dis w depressn,Adjustment disorder with depressed mood
3091,Prolong depressive react,Prolonged depressive reaction
30924,Adjustment dis w anxiety,Adjustment disorder with anxiety
30928,Adjust dis w anxiety/dep,Adjustment disorder with mixed anxiety and depressed mood
3093,Adjust disor/dis conduct,Adjustment disorder with disturbance of conduct
3094,Adj dis-emotion/conduct,Adjustment disorder with mixed disturbance of emotions and conduct
30981,Posttraumatic stress dis,Posttraumatic stress disorder
30989,Adjustment reaction NEC,Other specified adjustment reactions
3099,Adjustment reaction NOS,Unspecified adjustment reaction
3100,Frontal lobe syndrome,Frontal lobe syndrome
3101,Personality chg oth dis,Personality change due to conditions classified elsewhere
3102,Postconcussion syndrome,Postconcussion syndrome
3109,Nonpsychot brain syn NOS,Unspecified nonpsychotic mental disorder following organic brain damage
311,Depressive disorder NEC,"Depressive disorder, not elsewhere classified"
31230,Impulse control dis NOS,"Impulse control disorder, unspecified"
31234,Intermitt explosive dis,Intermittent explosive disorder
31239,Impulse control dis NEC,Other disorders of impulse control
31289,Other conduct disorder,Other conduct disorder
3129,Conduct disturbance NOS,Unspecified disturbance of conduct
31381,Opposition defiant disor,Oppositional defiant disorder
31400,Attn defic nonhyperact,Attention deficit disorder without mention of hyperactivity
31401,Attn deficit w hyperact,Attention deficit disorder with hyperactivity
3152,Oth learning difficulty,Other specific developmental learning difficulties
31531,Expressive language dis,Expressive language disorder
31539,Speech/language dis NEC,Other developmental speech or language disorder
3154,Devel coordination dis,Developmental coordination disorder
3158,Development delays NEC,Other specified delays in development
3159,Development delay NOS,Unspecified delay in development
